frequency,1k,10k,100k,1M,10M,100M,1G,10G,electric field,defect,x,Mg,tunability,loss
1000,1,0,0,0,0,0,0,0,26,0.2,0.3,0,0.0437391512,0.0005773216
1000,1,0,0,0,0,0,0,0,27,0.2,0.3,0,0.0468902936,0.0005754192
1000,1,0,0,0,0,0,0,0,28,0.2,0.3,0,0.0501225757,0.0005734677
1000,1,0,0,0,0,0,0,0,29,0.2,0.3,0,0.0534326794,0.0005714693
1000,1,0,0,0,0,0,0,0,30,0.2,0.3,0,0.0568172853,0.0005694259
1000,1,0,0,0,0,0,0,0,0,0.2,0.4,0,0,0.0010246104
1000,1,0,0,0,0,0,0,0,1,0.2,0.4,0,0.0002224709,0.0010243825
1000,1,0,0,0,0,0,0,0,2,0.2,0.4,0,0.0008913266,0.0010236972
1000,1,0,0,0,0,0,0,0,3,0.2,0.4,0,0.0020030722,0.0010225581
1000,1,0,0,0,0,0,0,0,4,0.2,0.4,0,0.0035523148,0.0010209707
1000,1,0,0,0,0,0,0,0,5,0.2,0.4,0,0.0055318281,0.0010189424
1000,1,0,0,0,0,0,0,0,6,0.2,0.4,0,0.0079326374,0.0010164825
1000,1,0,0,0,0,0,0,0,7,0.2,0.4,0,0.0107441241,0.0010136018
1000,1,0,0,0,0,0,0,0,8,0.2,0.4,0,0.0139541462,0.0010103128
1000,1,0,0,0,0,0,0,0,9,0.2,0.4,0,0.0175491741,0.0010066293
1000,1,0,0,0,0,0,0,0,10,0.2,0.4,0,0.0215144363,0.0010025664
1000,1,0,0,0,0,0,0,0,11,0.2,0.4,0,0.0258340742,0.0009981405
1000,1,0,0,0,0,0,0,0,12,0.2,0.4,0,0.0304913021,0.0009933686
1000,1,0,0,0,0,0,0,0,13,0.2,0.4,0,0.0354685691,0.0009882688
1000,1,0,0,0,0,0,0,0,14,0.2,0.4,0,0.0407477214,0.0009828597
1000,1,0,0,0,0,0,0,0,15,0.2,0.4,0,0.046310161,0.0009771604
1000,1,0,0,0,0,0,0,0,16,0.2,0.4,0,0.0521369994,0.0009711901
1000,1,0,0,0,0,0,0,0,17,0.2,0.4,0,0.0582092038,0.0009649685
1000,1,0,0,0,0,0,0,0,18,0.2,0.4,0,0.0645077352,0.0009585149
1000,1,0,0,0,0,0,0,0,19,0.2,0.4,0,0.0710136756,0.0009518488
1000,1,0,0,0,0,0,0,0,20,0.2,0.4,0,0.0777083441,0.0009449894
1000,1,0,0,0,0,0,0,0,21,0.2,0.4,0,0.0845734015,0.0009379553
1000,1,0,0,0,0,0,0,0,22,0.2,0.4,0,0.0915909425,0.0009307651
1000,1,0,0,0,0,0,0,0,23,0.2,0.4,0,0.0987435759,0.0009234364
1000,1,0,0,0,0,0,0,0,24,0.2,0.4,0,0.1060144922,0.0009159865
1000,1,0,0,0,0,0,0,0,25,0.2,0.4,0,0.1133875202,0.000908432
1000,1,0,0,0,0,0,0,0,26,0.2,0.4,0,0.1208471715,0.0009007888
1000,1,0,0,0,0,0,0,0,27,0.2,0.4,0,0.1283786755,0.0008930719
1000,1,0,0,0,0,0,0,0,28,0.2,0.4,0,0.1359680036,0.0008852958
1000,1,0,0,0,0,0,0,0,29,0.2,0.4,0,0.1436018851,0.000877474
1000,1,0,0,0,0,0,0,0,30,0.2,0.4,0,0.1512678151,0.0008696194
1000,1,0,0,0,0,0,0,0,0,0.2,0.5,0,0,0.0018758756
1000,1,0,0,0,0,0,0,0,1,0.2,0.5,0,0.0010236481,0.0018739553
1000,1,0,0,0,0,0,0,0,2,0.2,0.5,0,0.0040815499,0.001868219
1000,1,0,0,0,0,0,0,0,3,0.2,0.5,0,0.0091102471,0.0018587857
1000,1,0,0,0,0,0,0,0,4,0.2,0.5,0,0.0160091156,0.0018458442
1000,1,0,0,0,0,0,0,0,5,0.2,0.5,0,0.0246457377,0.0018296429
1000,1,0,0,0,0,0,0,0,6,0.2,0.5,0,0.034862587,0.0018104772
1000,1,0,0,0,0,0,0,0,7,0.2,0.5,0,0.0464844016,0.001788676
1000,1,0,0,0,0,0,0,0,8,0.2,0.5,0,0.0593256245,0.0017645873
1000,1,0,0,0,0,0,0,0,9,0.2,0.5,0,0.0731973793,0.0017385654
1000,1,0,0,0,0,0,0,0,10,0.2,0.5,0,0.0879135814,0.0017109595
1000,1,0,0,0,0,0,0,0,11,0.2,0.5,0,0.1032959387,0.001682104
1000,1,0,0,0,0,0,0,0,12,0.2,0.5,0,0.1191777437,0.0016523115
1000,1,0,0,0,0,0,0,0,13,0.2,0.5,0,0.1354064788,0.0016218683
1000,1,0,0,0,0,0,0,0,14,0.2,0.5,0,0.1518453459,0.0015910309
1000,1,0,0,0,0,0,0,0,15,0.2,0.5,0,0.1683738832,0.0015600252
1000,1,0,0,0,0,0,0,0,16,0.2,0.5,0,0.1848878558,0.001529047
1000,1,0,0,0,0,0,0,0,17,0.2,0.5,0,0.2012986025,0.0014982623
1000,1,0,0,0,0,0,0,0,18,0.2,0.5,0,0.2175320096,0.0014678103
1000,1,0,0,0,0,0,0,0,19,0.2,0.5,0,0.2335272531,0.0014378052
1000,1,0,0,0,0,0,0,0,20,0.2,0.5,0,0.2492354253,0.0014083385
1000,1,0,0,0,0,0,0,0,21,0.2,0.5,0,0.2646181328,0.0013794824
1000,1,0,0,0,0,0,0,0,22,0.2,0.5,0,0.2796461302,0.0013512916
1000,1,0,0,0,0,0,0,0,23,0.2,0.5,0,0.2942980295,0.0013238064
1000,1,0,0,0,0,0,0,0,24,0.2,0.5,0,0.3085591143,0.0012970544
1000,1,0,0,0,0,0,0,0,25,0.2,0.5,0,0.3224202685,0.0012710525
1000,1,0,0,0,0,0,0,0,26,0.2,0.5,0,0.3358770264,0.0012458092
1000,1,0,0,0,0,0,0,0,27,0.2,0.5,0,0.3489287398,0.0012213258
1000,1,0,0,0,0,0,0,0,28,0.2,0.5,0,0.3615778574,0.0011975976
1000,1,0,0,0,0,0,0,0,29,0.2,0.5,0,0.3738293063,0.0011746154
1000,1,0,0,0,0,0,0,0,30,0.2,0.5,0,0.3856899664,0.0011523662
1000,1,0,0,0,0,0,0,0,0,0.2,0.6,0,0,0.0040069672
1000,1,0,0,0,0,0,0,0,1,0.2,0.6,0,0.0095951976,0.0039685184
1000,1,0,0,0,0,0,0,0,2,0.2,0.6,0,0.0366287367,0.0038601926
1000,1,0,0,0,0,0,0,0,3,0.2,0.6,0,0.076520247,0.0037003444
1000,1,0,0,0,0,0,0,0,4,0.2,0.6,0,0.123839904,0.0035107317
1000,1,0,0,0,0,0,0,0,5,0.2,0.6,0,0.173895769,0.0033101557
1000,1,0,0,0,0,0,0,0,6,0.2,0.6,0,0.2233972084,0.0031118021
1000,1,0,0,0,0,0,0,0,7,0.2,0.6,0,0.2704001517,0.0029234607
1000,1,0,0,0,0,0,0,0,8,0.2,0.6,0,0.3139592839,0.0027489192
1000,1,0,0,0,0,0,0,0,9,0.2,0.6,0,0.3537655935,0.0025894158
1000,1,0,0,0,0,0,0,0,10,0.2,0.6,0,0.3898717833,0.002444739
1000,1,0,0,0,0,0,0,0,11,0.2,0.6,0,0.4225133537,0.0023139452
1000,1,0,0,0,0,0,0,0,12,0.2,0.6,0,0.4520023111,0.002195784
1000,1,0,0,0,0,0,0,0,13,0.2,0.6,0,0.4786683887,0.0020889341
1000,1,0,0,0,0,0,0,0,14,0.2,0.6,0,0.5028289214,0.0019921239
1000,1,0,0,0,0,0,0,0,15,0.2,0.6,0,0.5247750957,0.0019041867
1000,1,0,0,0,0,0,0,0,16,0.2,0.6,0,0.5447671377,0.0018240797
1000,1,0,0,0,0,0,0,0,17,0.2,0.6,0,0.5630341371,0.0017508849
1000,1,0,0,0,0,0,0,0,18,0.2,0.6,0,0.5797760906,0.0016838009
1000,1,0,0,0,0,0,0,0,19,0.2,0.6,0,0.595166852,0.0016221311
1000,1,0,0,0,0,0,0,0,20,0.2,0.6,0,0.6093572987,0.0015652709
1000,1,0,0,0,0,0,0,0,21,0.2,0.6,0,0.6224783742,0.0015126956
1000,1,0,0,0,0,0,0,0,22,0.2,0.6,0,0.6346438531,0.0014639494
1000,1,0,0,0,0,0,0,0,23,0.2,0.6,0,0.6459527808,0.0014186353
1000,1,0,0,0,0,0,0,0,24,0.2,0.6,0,0.6564915847,0.0013764071
1000,1,0,0,0,0,0,0,0,25,0.2,0.6,0,0.6663358839,0.0013369617
1000,1,0,0,0,0,0,0,0,26,0.2,0.6,0,0.6755520301,0.0013000333
1000,1,0,0,0,0,0,0,0,27,0.2,0.6,0,0.6841984146,0.0012653879
1000,1,0,0,0,0,0,0,0,28,0.2,0.6,0,0.6923265774,0.001232819
1000,1,0,0,0,0,0,0,0,29,0.2,0.6,0,0.699982146,0.0012021437
1000,1,0,0,0,0,0,0,0,30,0.2,0.6,0,0.7072056328,0.0011731998
1000,1,0,0,0,0,0,0,0,0,0.2,0.7,0,0,0.0031601194
1000,1,0,0,0,0,0,0,0,1,0.2,0.7,0,0.0155706743,0.0031109132
1000,1,0,0,0,0,0,0,0,2,0.2,0.7,0,0.0565512691,0.0029814074
1000,1,0,0,0,0,0,0,0,3,0.2,0.7,0,0.1104479386,0.0028110849
1000,1,0,0,0,0,0,0,0,4,0.2,0.7,0,0.1670168805,0.002632318
1000,1,0,0,0,0,0,0,0,5,0.2,0.7,0,0.2207614941,0.002462477
1000,1,0,0,0,0,0,0,0,6,0.2,0.7,0,0.2695766248,0.0023082142
1000,1,0,0,0,0,0,0,0,7,0.2,0.7,0,0.3130821839,0.0021707308
1000,1,0,0,0,0,0,0,0,8,0.2,0.7,0,0.3516154715,0.0020489605
1000,1,0,0,0,0,0,0,0,9,0.2,0.7,0,0.3857463147,0.0019411028
1000,1,0,0,0,0,0,0,0,10,0.2,0.7,0,0.4160707294,0.0018452739
1000,1,0,0,0,0,0,0,0,11,0.2,0.7,0,0.44313348,0.0017597524
1000,1,0,0,0,0,0,0,0,12,0.2,0.7,0,0.4674060636,0.0016830482
1000,1,0,0,0,0,0,0,0,13,0.2,0.7,0,0.4892869148,0.0016139022
1000,1,0,0,0,0,0,0,0,14,0.2,0.7,0,0.5091094456,0.0015512608
1000,1,0,0,0,0,0,0,0,15,0.2,0.7,0,0.5271519327,0.0014942445
1000,1,0,0,0,0,0,0,0,16,0.2,0.7,0,0.5436469261,0.0014421185
1000,1,0,0,0,0,0,0,0,17,0.2,0.7,0,0.5587894129,0.0013942666
1000,1,0,0,0,0,0,0,0,18,0.2,0.7,0,0.5727436163,0.0013501699
1000,1,0,0,0,0,0,0,0,19,0.2,0.7,0,0.5856485436,0.0013093889
1000,1,0,0,0,0,0,0,0,20,0.2,0.7,0,0.5976224766,0.00127155
1000,1,0,0,0,0,0,0,0,21,0.2,0.7,0,0.608766593,0.0012363335
1000,1,0,0,0,0,0,0,0,22,0.2,0.7,0,0.6191678889,0.0012034643
1000,1,0,0,0,0,0,0,0,23,0.2,0.7,0,0.6289015433,0.001172705
1000,1,0,0,0,0,0,0,0,24,0.2,0.7,0,0.6380328379,0.0011438491
1000,1,0,0,0,0,0,0,0,25,0.2,0.7,0,0.646618722,0.0011167169
1000,1,0,0,0,0,0,0,0,26,0.2,0.7,0,0.6547090956,0.0010911505
1000,1,0,0,0,0,0,0,0,27,0.2,0.7,0,0.6623478651,0.0010670112
1000,1,0,0,0,0,0,0,0,28,0.2,0.7,0,0.6695738168,0.0010441765
1000,1,0,0,0,0,0,0,0,29,0.2,0.7,0,0.6764213435,0.0010225376
1000,1,0,0,0,0,0,0,0,30,0.2,0.7,0,0.6829210515,0.0010019979
1000,1,0,0,0,0,0,0,0,0,0.2,0.8,0,0,0.001567094
1000,1,0,0,0,0,0,0,0,1,0.2,0.8,0,0.0046923223,0.0015597407
1000,1,0,0,0,0,0,0,0,2,0.2,0.8,0,0.0177619938,0.0015392592
1000,1,0,0,0,0,0,0,0,3,0.2,0.8,0,0.0361816984,0.0015103936
1000,1,0,0,0,0,0,0,0,4,0.2,0.8,0,0.0571535915,0.0014775286
1000,1,0,0,0,0,0,0,0,5,0.2,0.8,0,0.0788397464,0.0014435442
1000,1,0,0,0,0,0,0,0,6,0.2,0.8,0,0.1002316894,0.0014100209
1000,1,0,0,0,0,0,0,0,7,0.2,0.8,0,0.1208396156,0.0013777262
1000,1,0,0,0,0,0,0,0,8,0.2,0.8,0,0.1444258056,0.0013407643
1000,1,0,0,0,0,0,0,0,9,0.2,0.8,0,0.1691370295,0.0013020393
1000,1,0,0,0,0,0,0,0,10,0.2,0.8,0,0.1924143513,0.0012655615
1000,1,0,0,0,0,0,0,0,11,0.2,0.8,0,0.2143027831,0.0012312602
1000,1,0,0,0,0,0,0,0,12,0.2,0.8,0,0.2348771395,0.0011990181
1000,1,0,0,0,0,0,0,0,13,0.2,0.8,0,0.2542244996,0.0011686989
1000,1,0,0,0,0,0,0,0,14,0.2,0.8,0,0.272434663,0.0011401618
1000,1,0,0,0,0,0,0,0,15,0.2,0.8,0,0.2895950973,0.0011132698
1000,1,0,0,0,0,0,0,0,16,0.2,0.8,0,0.3057884125,0.0010878933
1000,1,0,0,0,0,0,0,0,17,0.2,0.8,0,0.3210912554,0.0010639123
1000,1,0,0,0,0,0,0,0,18,0.2,0.8,0,0.335573995,0.0010412164
1000,1,0,0,0,0,0,0,0,19,0.2,0.8,0,0.3493008353,0.0010197051
1000,1,0,0,0,0,0,0,0,20,0.2,0.8,0,0.3623301492,0.000999287
1000,1,0,0,0,0,0,0,0,21,0.2,0.8,0,0.3747149143,0.0009798788
1000,1,0,0,0,0,0,0,0,22,0.2,0.8,0,0.3865031814,0.0009614055
1000,1,0,0,0,0,0,0,0,23,0.2,0.8,0,0.3977385405,0.0009437986
1000,1,0,0,0,0,0,0,0,24,0.2,0.8,0,0.4084605618,0.0009269962
1000,1,0,0,0,0,0,0,0,25,0.2,0.8,0,0.4187052049,0.0009109419
1000,1,0,0,0,0,0,0,0,26,0.2,0.8,0,0.4285051904,0.0008955844
1000,1,0,0,0,0,0,0,0,27,0.2,0.8,0,0.4378903353,0.000880877
1000,1,0,0,0,0,0,0,0,28,0.2,0.8,0,0.4468878529,0.000866777
1000,1,0,0,0,0,0,0,0,29,0.2,0.8,0,0.4555226208,0.0008532455
1000,1,0,0,0,0,0,0,0,30,0.2,0.8,0,0.4638174186,0.0008402468
1000,1,0,0,0,0,0,0,0,0,0.2,0.9,0,0,0.0010828133
1000,1,0,0,0,0,0,0,0,1,0.2,0.9,0,0.0030805027,0.0010794777
1000,1,0,0,0,0,0,0,0,2,0.2,0.9,0,0.011793469,0.0010700431
1000,1,0,0,0,0,0,0,0,3,0.2,0.9,0,0.0242259416,0.0010565811
1000,1,0,0,0,0,0,0,0,4,0.2,0.9,0,0.038581941,0.0010410362
1000,1,0,0,0,0,0,0,0,5,0.2,0.9,0,0.053650821,0.0010247193
1000,1,0,0,0,0,0,0,0,6,0.2,0.9,0,0.0687410692,0.0010083794
1000,1,0,0,0,0,0,0,0,7,0.2,0.9,0,0.083494011,0.0009924047
1000,1,0,0,0,0,0,0,0,8,0.2,0.9,0,0.0977397265,0.0009769792
1000,1,0,0,0,0,0,0,0,9,0.2,0.9,0,0.1114100424,0.0009621767
1000,1,0,0,0,0,0,0,0,10,0.2,0.9,0,0.1244901873,0.0009480134
1000,1,0,0,0,0,0,0,0,11,0.2,0.9,0,0.1369926451,0.0009344755
1000,1,0,0,0,0,0,0,0,12,0.2,0.9,0,0.1489431002,0.0009215354
1000,1,0,0,0,0,0,0,0,13,0.2,0.9,0,0.1603728949,0.000909159
1000,1,0,0,0,0,0,0,0,14,0.2,0.9,0,0.171315004,0.0008973107
1000,1,0,0,0,0,0,0,0,15,0.2,0.9,0,0.1818019268,0.0008859553
1000,1,0,0,0,0,0,0,0,16,0.2,0.9,0,0.1918646308,0.0008750593
1000,1,0,0,0,0,0,0,0,17,0.2,0.9,0,0.2015320753,0.0008645912
1000,1,0,0,0,0,0,0,0,18,0.2,0.9,0,0.2120471029,0.0008532054
1000,1,0,0,0,0,0,0,0,19,0.2,0.9,0,0.2238929656,0.0008403785
1000,1,0,0,0,0,0,0,0,20,0.2,0.9,0,0.2352989184,0.000828028
1000,1,0,0,0,0,0,0,0,21,0.2,0.9,0,0.2462882575,0.0008161286
1000,1,0,0,0,0,0,0,0,22,0.2,0.9,0,0.256883087,0.0008046563
1000,1,0,0,0,0,0,0,0,23,0.2,0.9,0,0.2671042816,0.0007935887
1000,1,0,0,0,0,0,0,0,24,0.2,0.9,0,0.276971491,0.0007829043
1000,1,0,0,0,0,0,0,0,25,0.2,0.9,0,0.2865031728,0.0007725833
1000,1,0,0,0,0,0,0,0,26,0.2,0.9,0,0.2957166408,0.0007626068
1000,1,0,0,0,0,0,0,0,27,0.2,0.9,0,0.3046281234,0.0007529573
1000,1,0,0,0,0,0,0,0,28,0.2,0.9,0,0.313252825,0.0007436184
1000,1,0,0,0,0,0,0,0,29,0.2,0.9,0,0.32160499,0.0007345745
1000,1,0,0,0,0,0,0,0,30,0.2,0.9,0,0.3296979652,0.0007258113
1000,1,0,0,0,0,0,0,0,0,0.4,0.3,0,0,0.0005516293
1000,1,0,0,0,0,0,0,0,1,0.4,0.3,0,0.000052431,0.0005516004
1000,1,0,0,0,0,0,0,0,2,0.4,0.3,0,0.0002138234,0.0005515114
1000,1,0,0,0,0,0,0,0,3,0.4,0.3,0,0.0004837921,0.0005513624
1000,1,0,0,0,0,0,0,0,4,0.4,0.3,0,0.0008618448,0.0005511539
1000,1,0,0,0,0,0,0,0,5,0.4,0.3,0,0.0013473825,0.0005508861
1000,1,0,0,0,0,0,0,0,6,0.4,0.3,0,0.0019397018,0.0005505593
1000,1,0,0,0,0,0,0,0,7,0.4,0.3,0,0.0026379959,0.0005501741
1000,1,0,0,0,0,0,0,0,8,0.4,0.3,0,0.0034413567,0.000549731
1000,1,0,0,0,0,0,0,0,9,0.4,0.3,0,0.0043487775,0.0005492304
1000,1,0,0,0,0,0,0,0,10,0.4,0.3,0,0.0053591553,0.000548673
1000,1,0,0,0,0,0,0,0,11,0.4,0.3,0,0.0064712935,0.0005480595
1000,1,0,0,0,0,0,0,0,12,0.4,0.3,0,0.0076839053,0.0005473906
1000,1,0,0,0,0,0,0,0,13,0.4,0.3,0,0.0089956167,0.0005466671
1000,1,0,0,0,0,0,0,0,14,0.4,0.3,0,0.01040497,0.0005458896
1000,1,0,0,0,0,0,0,0,15,0.4,0.3,0,0.0119104279,0.0005450592
1000,1,0,0,0,0,0,0,0,16,0.4,0.3,0,0.0135103766,0.0005441766
1000,1,0,0,0,0,0,0,0,17,0.4,0.3,0,0.0152031306,0.0005432428
1000,1,0,0,0,0,0,0,0,18,0.4,0.3,0,0.0169869361,0.0005422588
1000,1,0,0,0,0,0,0,0,19,0.4,0.3,0,0.018859976,0.0005412256
1000,1,0,0,0,0,0,0,0,20,0.4,0.3,0,0.0208203734,0.0005401441
1000,1,0,0,0,0,0,0,0,21,0.4,0.3,0,0.0228661966,0.0005390156
1000,1,0,0,0,0,0,0,0,22,0.4,0.3,0,0.0249954632,0.000537841
1000,1,0,0,0,0,0,0,0,23,0.4,0.3,0,0.027206145,0.0005366215
1000,1,0,0,0,0,0,0,0,24,0.4,0.3,0,0.0294961718,0.0005353583
1000,1,0,0,0,0,0,0,0,25,0.4,0.3,0,0.0318634364,0.0005340524
1000,1,0,0,0,0,0,0,0,26,0.4,0.3,0,0.0343057992,0.0005327052
1000,1,0,0,0,0,0,0,0,27,0.4,0.3,0,0.0368210919,0.0005313176
1000,1,0,0,0,0,0,0,0,28,0.4,0.3,0,0.0394071225,0.0005298911
1000,1,0,0,0,0,0,0,0,29,0.4,0.3,0,0.0420616794,0.0005284268
1000,1,0,0,0,0,0,0,0,30,0.4,0.3,0,0.0447825355,0.0005269259
1000,1,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0.0009193156
1000,1,0,0,0,0,0,0,0,1,0.4,0.4,0,0.0001612892,0.0009191674
1000,1,0,0,0,0,0,0,0,2,0.4,0.4,0,0.000652668,0.0009187156
1000,1,0,0,0,0,0,0,0,3,0.4,0.4,0,0.0014721166,0.0009179623
1000,1,0,0,0,0,0,0,0,4,0.4,0.4,0,0.0026165704,0.0009169102
1000,1,0,0,0,0,0,0,0,5,0.4,0.4,0,0.0040819469,0.000915563
1000,1,0,0,0,0,0,0,0,6,0.4,0.4,0,0.0058631814,0.0009139255
1000,1,0,0,0,0,0,0,0,7,0.4,0.4,0,0.0079542715,0.0009120031
1000,1,0,0,0,0,0,0,0,8,0.4,0.4,0,0.0103483279,0.0009098022
1000,1,0,0,0,0,0,0,0,9,0.4,0.4,0,0.0130376326,0.0009073299
1000,1,0,0,0,0,0,0,0,10,0.4,0.4,0,0.0160137027,0.0009045939
1000,1,0,0,0,0,0,0,0,11,0.4,0.4,0,0.0192673587,0.0009016028
1000,1,0,0,0,0,0,0,0,12,0.4,0.4,0,0.0227887962,0.0008983655
1000,1,0,0,0,0,0,0,0,13,0.4,0.4,0,0.0265676607,0.0008948915
1000,1,0,0,0,0,0,0,0,14,0.4,0.4,0,0.0305931234,0.0008911908
1000,1,0,0,0,0,0,0,0,15,0.4,0.4,0,0.0348539581,0.0008872737
1000,1,0,0,0,0,0,0,0,16,0.4,0.4,0,0.0393386169,0.0008831509
1000,1,0,0,0,0,0,0,0,17,0.4,0.4,0,0.0440353054,0.0008788332
1000,1,0,0,0,0,0,0,0,18,0.4,0.4,0,0.0489320555,0.0008743315
1000,1,0,0,0,0,0,0,0,19,0.4,0.4,0,0.0540167951,0.000869657
1000,1,0,0,0,0,0,0,0,20,0.4,0.4,0,0.0592774151,0.0008648208
1000,1,0,0,0,0,0,0,0,21,0.4,0.4,0,0.0647018315,0.000859834
1000,1,0,0,0,0,0,0,0,22,0.4,0.4,0,0.0702780442,0.0008547077
1000,1,0,0,0,0,0,0,0,23,0.4,0.4,0,0.0759941907,0.0008494528
1000,1,0,0,0,0,0,0,0,24,0.4,0.4,0,0.0818385944,0.0008440799
1000,1,0,0,0,0,0,0,0,25,0.4,0.4,0,0.0877998095,0.0008385996
1000,1,0,0,0,0,0,0,0,26,0.4,0.4,0,0.0938666591,0.0008330223
1000,1,0,0,0,0,0,0,0,27,0.4,0.4,0,0.1000282698,0.0008273578
1000,1,0,0,0,0,0,0,0,28,0.4,0.4,0,0.1062741003,0.0008216159
1000,1,0,0,0,0,0,0,0,29,0.4,0.4,0,0.1125939666,0.0008158059
1000,1,0,0,0,0,0,0,0,30,0.4,0.4,0,0.1189780616,0.0008099369
1000,1,0,0,0,0,0,0,0,0,0.4,0.5,0,0,0.0015918258
1000,1,0,0,0,0,0,0,0,1,0.4,0.5,0,0.0006461009,0.0015907973
1000,1,0,0,0,0,0,0,0,2,0.4,0.5,0,0.0025987491,0.001587689
1000,1,0,0,0,0,0,0,0,3,0.4,0.5,0,0.0058311945,0.0015825435
1000,1,0,0,0,0,0,0,0,4,0.4,0.5,0,0.0103006729,0.0015754289
1000,1,0,0,0,0,0,0,0,5,0.4,0.5,0,0.0159499173,0.0015664362
1000,1,0,0,0,0,0,0,0,6,0.4,0.5,0,0.0227091104,0.0015556767
1000,1,0,0,0,0,0,0,0,7,0.4,0.5,0,0.0304981506,0.0015432778
1000,1,0,0,0,0,0,0,0,8,0.4,0.5,0,0.039229097,0.0015293796
1000,1,0,0,0,0,0,0,0,9,0.4,0.5,0,0.0488086564,0.0015141305
1000,1,0,0,0,0,0,0,0,10,0.4,0.5,0,0.0591405936,0.0014976838
1000,1,0,0,0,0,0,0,0,11,0.4,0.5,0,0.0701279614,0.0014801937
1000,1,0,0,0,0,0,0,0,12,0.4,0.5,0,0.0816750795,0.0014618127
1000,1,0,0,0,0,0,0,0,13,0.4,0.5,0,0.093689212,0.0014426882
1000,1,0,0,0,0,0,0,0,14,0.4,0.5,0,0.1060819226,0.001422961
1000,1,0,0,0,0,0,0,0,15,0.4,0.5,0,0.1187701069,0.0014027636
1000,1,0,0,0,0,0,0,0,16,0.4,0.5,0,0.1316767197,0.0013822184
1000,1,0,0,0,0,0,0,0,17,0.4,0.5,0,0.1447312249,0.0013614378
1000,1,0,0,0,0,0,0,0,18,0.4,0.5,0,0.1578698061,0.0013405234
1000,1,0,0,0,0,0,0,0,19,0.4,0.5,0,0.1710353773,0.0013195661
1000,1,0,0,0,0,0,0,0,20,0.4,0.5,0,0.1841774341,0.0012986461
1000,1,0,0,0,0,0,0,0,21,0.4,0.5,0,0.1972517826,0.001277834
1000,1,0,0,0,0,0,0,0,22,0.4,0.5,0,0.2102201818,0.0012571905
1000,1,0,0,0,0,0,0,0,23,0.4,0.5,0,0.2230499267,0.0012367677
1000,1,0,0,0,0,0,0,0,24,0.4,0.5,0,0.2357133993,0.0012166096
1000,1,0,0,0,0,0,0,0,25,0.4,0.5,0,0.248187605,0.0011967528
1000,1,0,0,0,0,0,0,0,26,0.4,0.5,0,0.2604537113,0.0011772272
1000,1,0,0,0,0,0,0,0,27,0.4,0.5,0,0.2724966001,0.001158057
1000,1,0,0,0,0,0,0,0,28,0.4,0.5,0,0.2843044413,0.001139261
1000,1,0,0,0,0,0,0,0,29,0.4,0.5,0,0.2958682935,0.0011208533
1000,1,0,0,0,0,0,0,0,30,0.4,0.5,0,0.3071817347,0.0011028442
1000,1,0,0,0,0,0,0,0,0,0.4,0.6,0,0,0.0027627283
