frequency,1k,10k,100k,1M,10M,100M,1G,10G,electric field,defect,x,Mg,tunability,loss
1000,1,0,0,0,0,0,0,0,28,0.2,0.5,0,0.3449431304,0.0022873309
1000,1,0,0,0,0,0,0,0,29,0.2,0.5,0,0.3569460981,0.0022454184
1000,1,0,0,0,0,0,0,0,30,0.2,0.5,0,0.3685864295,0.0022047723
1000,1,0,0,0,0,0,0,0,0,0.2,0.6,0,0,0.0069076902
1000,1,0,0,0,0,0,0,0,1,0.2,0.6,0,0.0082728437,0.0068505386
1000,1,0,0,0,0,0,0,0,2,0.2,0.6,0,0.0317000458,0.0066886962
1000,1,0,0,0,0,0,0,0,3,0.2,0.6,0,0.0665949507,0.0064476334
1000,1,0,0,0,0,0,0,0,4,0.2,0.6,0,0.108498097,0.0061581587
1000,1,0,0,0,0,0,0,0,5,0.2,0.6,0,0.1534389876,0.0058477022
1000,1,0,0,0,0,0,0,0,6,0.2,0.6,0,0.1985167388,0.0055363036
1000,1,0,0,0,0,0,0,0,7,0.2,0.6,0,0.2419157408,0.005236505
1000,1,0,0,0,0,0,0,0,8,0.2,0.6,0,0.2826642605,0.0049550183
1000,1,0,0,0,0,0,0,0,9,0.2,0.6,0,0.3203558181,0.0046946509
1000,1,0,0,0,0,0,0,0,10,0.2,0.6,0,0.3549251454,0.0044558531
1000,1,0,0,0,0,0,0,0,11,0.2,0.6,0,0.3864945131,0.0042377797
1000,1,0,0,0,0,0,0,0,12,0.2,0.6,0,0.4152775626,0.0040389545
1000,1,0,0,0,0,0,0,0,13,0.2,0.6,0,0.441522878,0.0038576602
1000,1,0,0,0,0,0,0,0,14,0.2,0.6,0,0.465482745,0.0036921536
1000,1,0,0,0,0,0,0,0,15,0.2,0.6,0,0.4873970475,0.0035407777
1000,1,0,0,0,0,0,0,0,16,0.2,0.6,0,0.5074859157,0.0034020116
1000,1,0,0,0,0,0,0,0,17,0.2,0.6,0,0.5259472484,0.0032744882
1000,1,0,0,0,0,0,0,0,18,0.2,0.6,0,0.5429568297,0.0031569932
1000,1,0,0,0,0,0,0,0,19,0.2,0.6,0,0.5586697281,0.0030484554
1000,1,0,0,0,0,0,0,0,20,0.2,0.6,0,0.5732222432,0.0029479332
1000,1,0,0,0,0,0,0,0,21,0.2,0.6,0,0.5867339989,0.0028546003
1000,1,0,0,0,0,0,0,0,22,0.2,0.6,0,0.599309977,0.0027677314
1000,1,0,0,0,0,0,0,0,23,0.2,0.6,0,0.6110423907,0.0026866895
1000,1,0,0,0,0,0,0,0,24,0.2,0.6,0,0.6220123622,0.0026109144
1000,1,0,0,0,0,0,0,0,25,0.2,0.6,0,0.6322913963,0.002539912
1000,1,0,0,0,0,0,0,0,26,0.2,0.6,0,0.6419426617,0.0024732459
1000,1,0,0,0,0,0,0,0,27,0.2,0.6,0,0.6510220979,0.0024105298
1000,1,0,0,0,0,0,0,0,28,0.2,0.6,0,0.6595793672,0.0023514207
1000,1,0,0,0,0,0,0,0,29,0.2,0.6,0,0.6676586716,0.0022956131
1000,1,0,0,0,0,0,0,0,30,0.2,0.6,0,0.675299455,0.0022428346
1000,1,0,0,0,0,0,0,0,0,0.2,0.7,0,0,0.0056125647
1000,1,0,0,0,0,0,0,0,1,0.2,0.7,0,0.0138370206,0.0055348988
1000,1,0,0,0,0,0,0,0,2,0.2,0.7,0,0.0504888477,0.0053291763
1000,1,0,0,0,0,0,0,0,3,0.2,0.7,0,0.0992153754,0.005055682
1000,1,0,0,0,0,0,0,0,4,0.2,0.7,0,0.1510080129,0.0047649805
1000,1,0,0,0,0,0,0,0,5,0.2,0.7,0,0.2008433735,0.0044852672
1000,1,0,0,0,0,0,0,0,6,0.2,0.7,0,0.2466484336,0.0042281767
1000,1,0,0,0,0,0,0,0,7,0.2,0.7,0,0.2879124477,0.0039965753
1000,1,0,0,0,0,0,0,0,8,0.2,0.7,0,0.3248129058,0.0037894662
1000,1,0,0,0,0,0,0,0,9,0.2,0.7,0,0.3577778285,0.0036044466
1000,1,0,0,0,0,0,0,0,10,0.2,0.7,0,0.3872899947,0.0034388067
1000,1,0,0,0,0,0,0,0,11,0.2,0.7,0,0.4138074929,0.0032899752
1000,1,0,0,0,0,0,0,0,12,0.2,0.7,0,0.4377365618,0.0031556718
1000,1,0,0,0,0,0,0,0,13,0.2,0.7,0,0.4594267184,0.0030339347
1000,1,0,0,0,0,0,0,0,14,0.2,0.7,0,0.4791746496,0.0029230986
1000,1,0,0,0,0,0,0,0,15,0.2,0.7,0,0.4972309359,0.0028217572
1000,1,0,0,0,0,0,0,0,16,0.2,0.7,0,0.5138071183,0.0027287231
1000,1,0,0,0,0,0,0,0,17,0.2,0.7,0,0.5290821468,0.0026429919
1000,1,0,0,0,0,0,0,0,18,0.2,0.7,0,0.5432079252,0.0025637109
1000,1,0,0,0,0,0,0,0,19,0.2,0.7,0,0.5563139416,0.0024901534
1000,1,0,0,0,0,0,0,0,20,0.2,0.7,0,0.5685110817,0.0024216971
1000,1,0,0,0,0,0,0,0,21,0.2,0.7,0,0.5798947488,0.0023578064
1000,1,0,0,0,0,0,0,0,22,0.2,0.7,0,0.5905474126,0.0022980186
1000,1,0,0,0,0,0,0,0,23,0.2,0.7,0,0.6005406912,0.0022419315
1000,1,0,0,0,0,0,0,0,24,0.2,0.7,0,0.6099370579,0.0021891947
1000,1,0,0,0,0,0,0,0,25,0.2,0.7,0,0.6187912436,0.0021395008
1000,1,0,0,0,0,0,0,0,26,0.2,0.7,0,0.6271513945,0.0020925798
1000,1,0,0,0,0,0,0,0,27,0.2,0.7,0,0.6350600308,0.0020481929
1000,1,0,0,0,0,0,0,0,28,0.2,0.7,0,0.6425548451,0.0020061286
1000,1,0,0,0,0,0,0,0,29,0.2,0.7,0,0.6496693704,0.0019661986
1000,1,0,0,0,0,0,0,0,30,0.2,0.7,0,0.6564335398,0.001928235
1000,1,0,0,0,0,0,0,0,0,0.2,0.8,0,0,0.0029511635
1000,1,0,0,0,0,0,0,0,1,0.2,0.8,0,0.0044150259,0.0029381338
1000,1,0,0,0,0,0,0,0,2,0.2,0.8,0,0.0167253149,0.0029018035
1000,1,0,0,0,0,0,0,0,3,0.2,0.8,0,0.0341072874,0.0028505056
1000,1,0,0,0,0,0,0,0,4,0.2,0.8,0,0.0539440984,0.002791963
1000,1,0,0,0,0,0,0,0,5,0.2,0.8,0,0.0745087002,0.0027312727
1000,1,0,0,0,0,0,0,0,6,0.2,0.8,0,0.0948464913,0.0026712517
1000,1,0,0,0,0,0,0,0,7,0.2,0.8,0,0.1144881009,0.0026132854
1000,1,0,0,0,0,0,0,0,8,0.2,0.8,0,0.1370278075,0.0025467663
1000,1,0,0,0,0,0,0,0,9,0.2,0.8,0,0.1607110222,0.0024768725
1000,1,0,0,0,0,0,0,0,10,0.2,0.8,0,0.1830842709,0.0024108448
1000,1,0,0,0,0,0,0,0,11,0.2,0.8,0,0.2041797048,0.0023485882
1000,1,0,0,0,0,0,0,0,12,0.2,0.8,0,0.2240593587,0.0022899196
1000,1,0,0,0,0,0,0,0,13,0.2,0.8,0,0.2427984253,0.0022346172
1000,1,0,0,0,0,0,0,0,14,0.2,0.8,0,0.260476017,0.0021824474
1000,1,0,0,0,0,0,0,0,15,0.2,0.8,0,0.2771701675,0.00213318
1000,1,0,0,0,0,0,0,0,16,0.2,0.8,0,0.292955243,0.0020865954
1000,1,0,0,0,0,0,0,0,17,0.2,0.8,0,0.3079007258,0.0020424886
1000,1,0,0,0,0,0,0,0,18,0.2,0.8,0,0.3220707729,0.0020006704
1000,1,0,0,0,0,0,0,0,19,0.2,0.8,0,0.335524206,0.0019609669
1000,1,0,0,0,0,0,0,0,20,0.2,0.8,0,0.3483147326,0.0019232199
1000,1,0,0,0,0,0,0,0,21,0.2,0.8,0,0.3604912804,0.0018872848
1000,1,0,0,0,0,0,0,0,22,0.2,0.8,0,0.3720983794,0.0018530303
1000,1,0,0,0,0,0,0,0,23,0.2,0.8,0,0.3831765516,0.0018203368
1000,1,0,0,0,0,0,0,0,24,0.2,0.8,0,0.3937626891,0.0017890953
1000,1,0,0,0,0,0,0,0,25,0.2,0.8,0,0.4038904071,0.0017592067
1000,1,0,0,0,0,0,0,0,26,0.2,0.8,0,0.4135903702,0.0017305805
1000,1,0,0,0,0,0,0,0,27,0.2,0.8,0,0.4228905873,0.0017031341
1000,1,0,0,0,0,0,0,0,28,0.2,0.8,0,0.4318166786,0.0016767917
1000,1,0,0,0,0,0,0,0,29,0.2,0.8,0,0.4403921143,0.0016514842
1000,1,0,0,0,0,0,0,0,30,0.2,0.8,0,0.4486384282,0.001627148
1000,1,0,0,0,0,0,0,0,0,0.2,0.9,0,0,0.002077259
1000,1,0,0,0,0,0,0,0,1,0.2,0.9,0,0.0029521841,0.0020711265
1000,1,0,0,0,0,0,0,0,2,0.2,0.9,0,0.0113063273,0.0020537726
1000,1,0,0,0,0,0,0,0,3,0.2,0.9,0,0.0232373399,0.0020289886
1000,1,0,0,0,0,0,0,0,4,0.2,0.9,0,0.0370297393,0.002000338
1000,1,0,0,0,0,0,0,0,5,0.2,0.9,0,0.0515248708,0.0019702276
1000,1,0,0,0,0,0,0,0,6,0.2,0.9,0,0.0660589005,0.0019400365
1000,1,0,0,0,0,0,0,0,7,0.2,0.9,0,0.0802858358,0.0019104832
1000,1,0,0,0,0,0,0,0,8,0.2,0.9,0,0.0940403424,0.0018819114
1000,1,0,0,0,0,0,0,0,9,0.2,0.9,0,0.1072547564,0.0018544614
1000,1,0,0,0,0,0,0,0,10,0.2,0.9,0,0.1199128868,0.001828167
1000,1,0,0,0,0,0,0,0,11,0.2,0.9,0,0.1320249749,0.001803007
1000,1,0,0,0,0,0,0,0,12,0.2,0.9,0,0.1436141978,0.001778933
1000,1,0,0,0,0,0,0,0,13,0.2,0.9,0,0.1547093991,0.0017558853
1000,1,0,0,0,0,0,0,0,14,0.2,0.9,0,0.165341191,0.0017338002
1000,1,0,0,0,0,0,0,0,15,0.2,0.9,0,0.1755398982,0.0017126147
1000,1,0,0,0,0,0,0,0,16,0.2,0.9,0,0.1853345153,0.0016922687
1000,1,0,0,0,0,0,0,0,17,0.2,0.9,0,0.194752226,0.0016727056
1000,1,0,0,0,0,0,0,0,18,0.2,0.9,0,0.2050043393,0.0016514092
1000,1,0,0,0,0,0,0,0,19,0.2,0.9,0,0.2165649037,0.0016273948
1000,1,0,0,0,0,0,0,0,20,0.2,0.9,0,0.2277070741,0.0016042495
1000,1,0,0,0,0,0,0,0,21,0.2,0.9,0,0.2384524144,0.0015819286
1000,1,0,0,0,0,0,0,0,22,0.2,0.9,0,0.2488214481,0.0015603894
1000,1,0,0,0,0,0,0,0,23,0.2,0.9,0,0.2588336074,0.0015395914
1000,1,0,0,0,0,0,0,0,24,0.2,0.9,0,0.268507228,0.0015194968
1000,1,0,0,0,0,0,0,0,25,0.2,0.9,0,0.277859569,0.0015000695
1000,1,0,0,0,0,0,0,0,26,0.2,0.9,0,0.286906852,0.0014812759
1000,1,0,0,0,0,0,0,0,27,0.2,0.9,0,0.2956643083,0.0014630843
1000,1,0,0,0,0,0,0,0,28,0.2,0.9,0,0.3041462323,0.0014454651
1000,1,0,0,0,0,0,0,0,29,0.2,0.9,0,0.3123660366,0.0014283904
1000,1,0,0,0,0,0,0,0,30,0.2,0.9,0,0.3203363073,0.0014118341
1000,1,0,0,0,0,0,0,0,0,0.4,0.3,0,0,0.0010803796
1000,1,0,0,0,0,0,0,0,1,0.4,0.3,0,5.12918942106033E-05,0.0010803242
1000,1,0,0,0,0,0,0,0,2,0.4,0.3,0,0.0002091785,0.0010801536
1000,1,0,0,0,0,0,0,0,3,0.4,0.3,0,0.0004732855,0.0010798683
1000,1,0,0,0,0,0,0,0,4,0.4,0.3,0,0.0008431348,0.0010794687
1000,1,0,0,0,0,0,0,0,5,0.4,0.3,0,0.0013181459,0.0010789555
1000,1,0,0,0,0,0,0,0,6,0.4,0.3,0,0.001897637,0.0010783294
1000,1,0,0,0,0,0,0,0,7,0.4,0.3,0,0.0025808268,0.0010775913
1000,1,0,0,0,0,0,0,0,8,0.4,0.3,0,0.0033668364,0.0010767421
1000,1,0,0,0,0,0,0,0,9,0.4,0.3,0,0.0042546916,0.0010757829
1000,1,0,0,0,0,0,0,0,10,0.4,0.3,0,0.0052433249,0.0010747148
1000,1,0,0,0,0,0,0,0,11,0.4,0.3,0,0.0063315789,0.0010735391
1000,1,0,0,0,0,0,0,0,12,0.4,0.3,0,0.0075182087,0.0010722571
1000,1,0,0,0,0,0,0,0,13,0.4,0.3,0,0.008801885,0.0010708702
1000,1,0,0,0,0,0,0,0,14,0.4,0.3,0,0.0101811981,0.00106938
1000,1,0,0,0,0,0,0,0,15,0.4,0.3,0,0.0116546605,0.0010677881
1000,1,0,0,0,0,0,0,0,16,0.4,0.3,0,0.0132207113,0.0010660962
1000,1,0,0,0,0,0,0,0,17,0.4,0.3,0,0.0148777196,0.001064306
1000,1,0,0,0,0,0,0,0,18,0.4,0.3,0,0.0166239888,0.0010624193
1000,1,0,0,0,0,0,0,0,19,0.4,0.3,0,0.0184577602,0.0010604381
1000,1,0,0,0,0,0,0,0,20,0.4,0.3,0,0.0203772177,0.0010583644
1000,1,0,0,0,0,0,0,0,21,0.4,0.3,0,0.0223804915,0.0010562001
1000,1,0,0,0,0,0,0,0,22,0.4,0.3,0,0.0244656625,0.0010539473
1000,1,0,0,0,0,0,0,0,23,0.4,0.3,0,0.0266307667,0.0010516082
1000,1,0,0,0,0,0,0,0,24,0.4,0.3,0,0.0288737997,0.0010491848
1000,1,0,0,0,0,0,0,0,25,0.4,0.3,0,0.0311927203,0.0010466795
1000,1,0,0,0,0,0,0,0,26,0.4,0.3,0,0.0335854556,0.0010440944
1000,1,0,0,0,0,0,0,0,27,0.4,0.3,0,0.0360499046,0.0010414319
1000,1,0,0,0,0,0,0,0,28,0.4,0.3,0,0.0385839427,0.0010386941
1000,1,0,0,0,0,0,0,0,29,0.4,0.3,0,0.0411854259,0.0010358835
1000,1,0,0,0,0,0,0,0,30,0.4,0.3,0,0.0438521944,0.0010330024
1000,1,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0.001774801
1000,1,0,0,0,0,0,0,0,1,0.4,0.4,0,0.0001555329,0.001774525
1000,1,0,0,0,0,0,0,0,2,0.4,0.4,0,0.0006293859,0.001773684
1000,1,0,0,0,0,0,0,0,3,0.4,0.4,0,0.0014196446,0.0017722814
1000,1,0,0,0,0,0,0,0,4,0.4,0.4,0,0.0025234086,0.0017703225
1000,1,0,0,0,0,0,0,0,5,0.4,0.4,0,0.0039368169,0.0017678139
1000,1,0,0,0,0,0,0,0,6,0.4,0.4,0,0.0056550809,0.0017647643
1000,1,0,0,0,0,0,0,0,7,0.4,0.4,0,0.0076725253,0.0017611837
1000,1,0,0,0,0,0,0,0,8,0.4,0.4,0,0.0099826358,0.0017570837
1000,1,0,0,0,0,0,0,0,9,0.4,0.4,0,0.012578113,0.0017524772
1000,1,0,0,0,0,0,0,0,10,0.4,0.4,0,0.0154509318,0.0017473785
1000,1,0,0,0,0,0,0,0,11,0.4,0.4,0,0.018592405,0.001741803
1000,1,0,0,0,0,0,0,0,12,0.4,0.4,0,0.0219932497,0.0017357671
1000,1,0,0,0,0,0,0,0,13,0.4,0.4,0,0.0256436578,0.0017292883
1000,1,0,0,0,0,0,0,0,14,0.4,0.4,0,0.0295333659,0.0017223848
1000,1,0,0,0,0,0,0,0,15,0.4,0.4,0,0.0336517276,0.0017150755
1000,1,0,0,0,0,0,0,0,16,0.4,0.4,0,0.0379877843,0.0017073798
1000,1,0,0,0,0,0,0,0,17,0.4,0.4,0,0.0425303356,0.0016993176
1000,1,0,0,0,0,0,0,0,18,0.4,0.4,0,0.0472680076,0.0016909092
1000,1,0,0,0,0,0,0,0,19,0.4,0.4,0,0.0521893182,0.0016821748
1000,1,0,0,0,0,0,0,0,20,0.4,0.4,0,0.0572827404,0.0016731349
1000,1,0,0,0,0,0,0,0,21,0.4,0.4,0,0.062536761,0.00166381
1000,1,0,0,0,0,0,0,0,22,0.4,0.4,0,0.0679399359,0.0016542204
1000,1,0,0,0,0,0,0,0,23,0.4,0.4,0,0.0734809408,0.0016443861
1000,1,0,0,0,0,0,0,0,24,0.4,0.4,0,0.079148618,0.0016343271
1000,1,0,0,0,0,0,0,0,25,0.4,0.4,0,0.0849320182,0.0016240626
1000,1,0,0,0,0,0,0,0,26,0.4,0.4,0,0.0908204376,0.0016136118
1000,1,0,0,0,0,0,0,0,27,0.4,0.4,0,0.0968034509,0.0016029931
1000,1,0,0,0,0,0,0,0,28,0.4,0.4,0,0.1028709393,0.0015922245
1000,1,0,0,0,0,0,0,0,29,0.4,0.4,0,0.1090131144,0.0015813233
1000,1,0,0,0,0,0,0,0,30,0.4,0.4,0,0.1152205379,0.0015703063
1000,1,0,0,0,0,0,0,0,0,0.4,0.5,0,0,0.0029949341
1000,1,0,0,0,0,0,0,0,1,0.4,0.5,0,0.0006072044,0.0029931156
1000,1,0,0,0,0,0,0,0,2,0.4,0.5,0,0.002442587,0.0029876186
1000,1,0,0,0,0,0,0,0,3,0.4,0.5,0,0.0054818583,0.002978516
1000,1,0,0,0,0,0,0,0,4,0.4,0.5,0,0.0096861873,0.0029659241
1000,1,0,0,0,0,0,0,0,5,0.4,0.5,0,0.0150035361,0.0029499987
1000,1,0,0,0,0,0,0,0,6,0.4,0.5,0,0.0213703859,0.0029309301
1000,1,0,0,0,0,0,0,0,7,0.4,0.5,0,0.0287137467,0.0029089368
1000,1,0,0,0,0,0,0,0,8,0.4,0.5,0,0.0369533304,0.0028842594
1000,1,0,0,0,0,0,0,0,9,0.4,0.5,0,0.0460037706,0.0028571535
1000,1,0,0,0,0,0,0,0,10,0.4,0.5,0,0.0557767823,0.0028278835
1000,1,0,0,0,0,0,0,0,11,0.4,0.5,0,0.0661831728,0.0027967166
1000,1,0,0,0,0,0,0,0,12,0.4,0.5,0,0.0771346361,0.0027639172
1000,1,0,0,0,0,0,0,0,13,0.4,0.5,0,0.088545288,0.0027297426
1000,1,0,0,0,0,0,0,0,14,0.4,0.5,0,0.1003329191,0.0026944389
1000,1,0,0,0,0,0,0,0,15,0.4,0.5,0,0.1124199638,0.0026582386
1000,1,0,0,0,0,0,0,0,16,0.4,0.5,0,0.1247341976,0.0026213578
1000,1,0,0,0,0,0,0,0,17,0.4,0.5,0,0.1372091868,0.0025839956
1000,1,0,0,0,0,0,0,0,18,0.4,0.5,0,0.1497845213,0.0025463329
1000,1,0,0,0,0,0,0,0,19,0.4,0.5,0,0.1624058645,0.0025085324
1000,1,0,0,0,0,0,0,0,20,0.4,0.5,0,0.175024856,0.0024707389
1000,1,0,0,0,0,0,0,0,21,0.4,0.5,0,0.1875988992,0.0024330802
1000,1,0,0,0,0,0,0,0,22,0.4,0.5,0,0.2000908652,0.0023956672
1000,1,0,0,0,0,0,0,0,23,0.4,0.5,0,0.2124687385,0.002358596
1000,1,0,0,0,0,0,0,0,24,0.4,0.5,0,0.2247052288,0.0023219482
1000,1,0,0,0,0,0,0,0,25,0.4,0.5,0,0.2367773635,0.0022857927
1000,1,0,0,0,0,0,0,0,26,0.4,0.5,0,0.2486660801,0.0022501865
1000,1,0,0,0,0,0,0,0,27,0.4,0.5,0,0.2603558248,0.0022151763
1000,1,0,0,0,0,0,0,0,28,0.4,0.5,0,0.271834169,0.0021807992
1000,1,0,0,0,0,0,0,0,29,0.4,0.5,0,0.2830914464,0.0021470842
1000,1,0,0,0,0,0,0,0,30,0.4,0.5,0,0.2941204155,0.002114053
1000,1,0,0,0,0,0,0,0,0,0.4,0.6,0,0,0.0049774204
